site,date,species,count,year,wnv,wee,sle,area,lat,lon
ENT003,2019-08-08,CuIno,5.0,2019,,,,ENT,37.568,-113.722
ENT003,2019-08-08,AnFra,17.0,2019,,,,ENT,37.568,-113.722
ENT003,2019-08-08,AnFra,5.0,2019,,,,ENT,37.568,-113.722
ENT003,2019-08-08,AnFre,60.0,2019,,,,ENT,37.568,-113.722
ENT003,2019-08-08,AnFre,38.0,2019,,,,ENT,37.568,-113.722
ENT004,2019-08-08,CxTar,6.0,2019,False,False,,ENT,37.5727,-113.7229
ENT004,2019-08-08,CxTar,6.0,2019,,,,ENT,37.5727,-113.7229
ENT004,2019-08-08,CxThr,1.0,2019,,,,ENT,37.5727,-113.7229
ENT004,2019-08-08,CxThr,2.0,2019,,,,ENT,37.5727,-113.7229
ENT004,2019-08-08,CuIno,6.0,2019,,,,ENT,37.5727,-113.7229
ENT004,2019-08-08,AnFra,176.0,2019,,,,ENT,37.5727,-113.7229
ENT004,2019-08-08,AnFra,165.0,2019,,,,ENT,37.5727,-113.7229
ENT004,2019-08-09,AnFre,6.0,2019,,,,ENT,37.5727,-113.7229
ENT004,2019-08-08,AnFre,8.0,2019,,,,ENT,37.5727,-113.7229
IVI001,2019-08-13,CxTar,2.0,2019,,,,IVI,37.1649,-113.6794
IVI001,2019-08-13,AnFra,2.0,2019,,,,IVI,37.1649,-113.6794
IVI001,2019-08-13,AnFra,20.0,2019,,,,IVI,37.1649,-113.6794
IVI001,2019-08-13,AnFre,1.0,2019,,,,IVI,37.1649,-113.6794
IVI001,2019-08-13,CxThr,2.0,2019,,,,IVI,37.1649,-113.6794
IVI002,2019-08-13,CxTar,4.0,2019,,,,IVI,37.1649,-113.6794
IVI002,2019-08-13,CxPip/Qui,1.0,2019,,,,IVI,37.1649,-113.6794
IVI002,2019-08-13,CxEry,1.0,2019,,,,IVI,37.1649,-113.6794
IVI002,2019-08-13,AnFra,1.0,2019,,,,IVI,37.1649,-113.6794
SCL001,2019-08-13,CxTar,5.0,2019,False,False,,SCL,37.137,-113.653
SCL001,2019-08-13,CxEry,3.0,2019,,,,SCL,37.137,-113.653
SCL001,2019-08-13,CxPip/Qui,9.0,2019,,,,SCL,37.137,-113.653
SCL001,2019-08-13,AnFre,9.0,2019,,,,SCL,37.137,-113.653
SCL004,2019-08-13,CxTar,22.0,2019,False,False,,SCL,37.149,-113.66
SCL004,2019-08-13,CxTar,1.0,2019,,,,SCL,37.149,-113.66
SCL004,2019-08-13,CxPip/Qui,3.0,2019,,,,SCL,37.149,-113.66
SCL004,2019-08-13,CxEry,16.0,2019,False,False,,SCL,37.149,-113.66
SCL004,2019-08-13,CxEry,3.0,2019,,,,SCL,37.149,-113.66
SCL004,2019-08-13,AnFre,10.0,2019,,,,SCL,37.149,-113.66
SCL004,2019-08-13,AnFre,3.0,2019,,,,SCL,37.149,-113.66
SCL005,2019-08-13,CxTar,3.0,2019,,,,SCL,37.14,-113.65
SCL005,2019-08-13,AeVex,1.0,2019,,,,SCL,37.14,-113.65
SCL005,2019-08-13,CxPip/Qui,1.0,2019,,,,SCL,37.14,-113.65
SCL005,2019-08-13,CxThr,2.0,2019,,,,SCL,37.14,-113.65
SGE007,2019-08-13,CxEry,40.0,2019,False,False,,SGE,37.085,-113.565
SGE007,2019-08-13,CxEry,100.0,2019,False,False,,SGE,37.085,-113.565
SGE007,2019-08-13,CxEry,1.0,2019,,,,SGE,37.085,-113.565
SGE010,2019-08-13,CxPip/Qui,2.0,2019,,,,SGE,37.1041,-113.5841
SGE013,2019-08-13,CxTar,2.0,2019,,,,SGE,37.135,-113.578
SGE013,2019-08-13,CxEry,17.0,2019,False,False,,SGE,37.135,-113.578
SGE013,2019-08-13,CxEry,16.0,2019,,,,SGE,37.135,-113.578
SGE014,2019-08-13,CxTar,23.0,2019,False,False,,SGE,37.092,-113.582
SGE014,2019-08-13,CxEry,28.0,2019,False,False,,SGE,37.092,-113.582
SGE014,2019-08-13,CxThr,6.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-13,CxThr,1.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-13,CxPip/Qui,1.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-13,CuIno,1.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-13,AnFre,6.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-13,AnFre,1.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-13,AnFra,1.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-13,AeVex,37.0,2019,,,,SGE,37.092,-113.582
SGE002,2019-08-14,CxTar,8.0,2019,False,False,,SGE,37.0977,-113.5685
SGE002,2019-08-14,CxTar,2.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-14,CxEry,1.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-14,CxPip/Qui,6.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-14,AnFra,3.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-14,AnFra,2.0,2019,,,,SGE,37.0977,-113.5685
SGE003,2019-08-14,CxTar,15.0,2019,False,False,,SGE,37.1177,-113.5582
SGE003,2019-08-14,CxTar,1.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-14,CxEry,3.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-14,CxEry,2.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-14,CxPip/Qui,3.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-14,CxPip/Qui,1.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-14,AeVex,4.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-14,AeVex,1.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-14,AnFre,1.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-14,AnFra,1.0,2019,,,,SGE,37.1177,-113.5582
SGE009,2019-08-14,CxTar,4.0,2019,False,False,,SGE,37.09,-113.62
SGE009,2019-08-14,AeVex,1.0,2019,,,,SGE,37.09,-113.62
SGE009-2,2019-08-14,CxTar,4.0,2019,True,False,,SGE,37.088,-113.622
SGE009-2,2019-08-14,CxPip/Qui,3.0,2019,,,,SGE,37.088,-113.622
SGE009-2,2019-08-14,OcDor,8.0,2019,,,,SGE,37.088,-113.622
SGE015,2019-08-14,CxPip/Qui,4.0,2019,False,False,,SGE,37.075,-113.52
SGE015,2019-08-14,CxThr,1.0,2019,,,,SGE,37.075,-113.52
SGE016,2019-08-14,CxTar,7.0,2019,True,False,,SGE,37.1041,-113.5841
SGE016,2019-08-14,CxEry,6.0,2019,False,False,,SGE,37.1041,-113.5841
SGE016,2019-08-14,CxPip/Qui,15.0,2019,True,False,,SGE,37.1041,-113.5841
SGE016,2019-08-14,CuIno,1.0,2019,,,,SGE,37.1041,-113.5841
SGE016,2019-08-14,AnFra,1.0,2019,,,,SGE,37.1041,-113.5841
SGE016,2019-08-14,AnFre,3.0,2019,,,,SGE,37.1041,-113.5841
WAS001,2019-08-14,CxTar,1.0,2019,,,,WAS,37.129,-113.505
WAS001,2019-08-14,CxTar,1.0,2019,,,,WAS,37.129,-113.505
WAS001,2019-08-14,CxEry,1.0,2019,,,,WAS,37.129,-113.505
WAS001,2019-08-14,CxPip/Qui,4.0,2019,,,,WAS,37.129,-113.505
WAS001,2019-08-14,AeVex,3.0,2019,,,,WAS,37.129,-113.505
WAS001,2019-08-14,AnFra,2.0,2019,,,,WAS,37.129,-113.505
WAS002,2019-08-14,CxTar,1.0,2019,,,,WAS,37.135,-113.515
WAS002,2019-08-14,CxTar,1.0,2019,,,,WAS,37.135,-113.515
WAS006,2019-08-14,CxPip/Qui,3.0,2019,,,,WAS,37.13,-113.48
WAS006,2019-08-14,CxPip/Qui,2.0,2019,,,,WAS,37.13,-113.48
WAS006,2019-08-14,AnFra,1.0,2019,,,,WAS,37.13,-113.48
WAS008,2019-08-14,CxTar,4.0,2019,False,False,,WAS,37.15,-113.47
WAS008,2019-08-14,CxTar,100.0,2019,False,False,,WAS,37.15,-113.47
WAS008,2019-08-14,CxTar,100.0,2019,False,False,,WAS,37.15,-113.47
WAS008,2019-08-14,CxTar,2.0,2019,,,,WAS,37.15,-113.47
WAS008,2019-08-14,CxEry,2.0,2019,,,,WAS,37.15,-113.47
WAS008,2019-08-14,AnFra,29.0,2019,,,,WAS,37.15,-113.47
WAS008,2019-08-14,AnFra,3.0,2019,,,,WAS,37.15,-113.47
WAS008,2019-08-14,AnFre,4.0,2019,,,,WAS,37.15,-113.47
HUR007,2019-08-14,CxTar,2.0,2019,,,,HUR,37.172,-113.31
HUR009,2019-08-14,CxTar,2.0,2019,,,,HUR,37.16,-113.295
HUR010,2019-08-14,CxTar,1.0,2019,,,,HUR,37.1753,-113.2892
LEE002,2019-08-14,CxTar,8.0,2019,False,False,,LEE,37.2394,-113.3603
LEE002,2019-08-14,CxTar,1.0,2019,,,,LEE,37.2394,-113.3603
LEE002,2019-08-14,CxThr,7.0,2019,,,,LEE,37.2394,-113.3603
LEE002,2019-08-14,CxPip/Qui,1.0,2019,,,,LEE,37.2394,-113.3603
ROC002,2019-08-14,CxTar,47.0,2019,False,False,,ROC,37.168,-113.35
ROC002,2019-08-14,CxTar,8.0,2019,,,,ROC,37.168,-113.35
ROC002,2019-08-14,CxThr,32.0,2019,False,False,,ROC,37.168,-113.35
TOQ002,2019-08-14,CxTar,38.0,2019,False,False,,TOQ,37.243,-113.297
TOQ002,2019-08-14,CxTar,100.0,2019,False,False,,TOQ,37.243,-113.297
TOQ002,2019-08-14,CxTar,5.0,2019,,,,TOQ,37.243,-113.297
TOQ002,2019-08-14,CxThr,1.0,2019,,,,TOQ,37.243,-113.297
VIR006,2019-08-14,CxTar,43.0,2019,False,False,,VIR,37.2167,-113.25
VIR006,2019-08-14,CxTar,20.0,2019,,,,VIR,37.2167,-113.25
VIR006,2019-08-14,CxThr,7.0,2019,,,,VIR,37.2167,-113.25
VIR006,2019-08-14,CxThr,5.0,2019,,,,VIR,37.2167,-113.25
VIR006,2019-08-14,AeVex,8.0,2019,,,,VIR,37.2167,-113.25
VIR006,2019-08-14,AeVex,5.0,2019,,,,VIR,37.2167,-113.25
VIR006,2019-08-14,CuIno,1.0,2019,,,,VIR,37.2167,-113.25
VIR006,2019-08-14,AnFra,1.0,2019,,,,VIR,37.2167,-113.25
VIR006,2019-08-14,AnFra,1.0,2019,,,,VIR,37.2167,-113.25
VIR006,2019-08-14,PsSig,1.0,2019,,,,VIR,37.2167,-113.25
VIR006,2019-08-14,AnFre,1.0,2019,,,,VIR,37.2167,-113.25
NHA001,2019-08-14,CxTar,52.0,2019,False,False,,NHA,37.496,-113.3168
NHA001,2019-08-14,CxTar,7.0,2019,,,,NHA,37.496,-113.3168
NHA001,2019-08-14,CxEry,91.0,2019,False,False,,NHA,37.496,-113.3168
NHA001,2019-08-14,CxEry,6.0,2019,,,,NHA,37.496,-113.3168
NHA001,2019-08-14,CuIno,39.0,2019,,,,NHA,37.496,-113.3168
NHA001,2019-08-14,AnFre,18.0,2019,,,,NHA,37.496,-113.3168
NHA001,2019-08-14,AnFre,3.0,2019,,,,NHA,37.496,-113.3168
NHA001,2019-08-14,AnFra,4.0,2019,,,,NHA,37.496,-113.3168
NHA002,2019-08-14,CxTar,4.0,2019,,,,NHA,37.485,-113.32
NHA002,2019-08-14,AnFre,2.0,2019,,,,NHA,37.485,-113.32
NHA002,2019-08-14,AnFre,1.0,2019,,,,NHA,37.485,-113.32
NHA004,2019-08-14,CxTar,10.0,2019,False,False,,NHA,37.487,-113.322
NHA004,2019-08-14,CxTar,1.0,2019,,,,NHA,37.487,-113.322
NHA004,2019-08-14,CuIno,2.0,2019,,,,NHA,37.487,-113.322
SR-Heidi Wright,2019-08-14,CxPip/Qui,1.0,2019,,,,SR,37.1041,-113.5841
IVI001,2019-08-20,CxTar,21.0,2019,False,False,,IVI,37.1649,-113.6794
IVI001,2019-08-20,CxPip/Qui,5.0,2019,,,,IVI,37.1649,-113.6794
IVI001,2019-08-20,AnFra,7.0,2019,,,,IVI,37.1649,-113.6794
IVI001,2019-08-20,AnFra,13.0,2019,,,,IVI,37.1649,-113.6794
IVI001,2019-08-20,AnFre,1.0,2019,,,,IVI,37.1649,-113.6794
IVI002,2019-08-20,CxTar,3.0,2019,,,,IVI,37.1649,-113.6794
IVI002,2019-08-20,CxPip/Qui,5.0,2019,,,,IVI,37.1649,-113.6794
IVI002,2019-08-20,CxEry,2.0,2019,,,,IVI,37.1649,-113.6794
IVI002,2019-08-20,AnFre,1.0,2019,,,,IVI,37.1649,-113.6794
SCL001,2019-08-20,CxTar,6.0,2019,False,False,,SCL,37.137,-113.653
SCL001,2019-08-20,CxPip/Qui,4.0,2019,,,,SCL,37.137,-113.653
SCL001,2019-08-20,AnFre,6.0,2019,,,,SCL,37.137,-113.653
SCL001,2019-08-20,AnFre,3.0,2019,,,,SCL,37.137,-113.653
SCL005,2019-08-20,CxTar,3.0,2019,,,,SCL,37.14,-113.65
SCL005,2019-08-20,CxTar,1.0,2019,,,,SCL,37.14,-113.65
SCL005,2019-08-20,CxEry,1.0,2019,,,,SCL,37.14,-113.65
SCL005,2019-08-20,CxThr,7.0,2019,,,,SCL,37.14,-113.65
SCL005,2019-08-20,CxPip/Qui,5.0,2019,,,,SCL,37.14,-113.65
SCL005,2019-08-20,AeVex,1.0,2019,,,,SCL,37.14,-113.65
SGE007,2019-08-20,CxTar,2.0,2019,,,,SGE,37.085,-113.565
SGE007,2019-08-20,CxTar,1.0,2019,,,,SGE,37.085,-113.565
SGE007,2019-08-20,CxEry,64.0,2019,False,False,,SGE,37.085,-113.565
SGE007,2019-08-20,CxEry,3.0,2019,,,,SGE,37.085,-113.565
SGE007,2019-08-20,CxPip/Qui,7.0,2019,,,,SGE,37.085,-113.565
SGE010,2019-08-20,CxTar,1.0,2019,,,,SGE,37.1041,-113.5841
SGE010,2019-08-20,CxPip/Qui,3.0,2019,,,,SGE,37.1041,-113.5841
SGE013,2019-08-20,CxEry,20.0,2019,False,False,,SGE,37.135,-113.578
SGE013,2019-08-20,CxEry,13.0,2019,,,,SGE,37.135,-113.578
SGE013,2019-08-20,CxPip/Qui,7.0,2019,,,,SGE,37.135,-113.578
SGE013,2019-08-20,CxThr,2.0,2019,,,,SGE,37.135,-113.578
SGE013,2019-08-20,AnFre,1.0,2019,,,,SGE,37.135,-113.578
SGE014,2019-08-20,CxTar,38.0,2019,False,False,,SGE,37.092,-113.582
SGE014,2019-08-20,CxTar,2.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-20,CxEry,37.0,2019,False,False,,SGE,37.092,-113.582
SGE014,2019-08-20,CxEry,1.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-20,CxThr,4.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-20,CxThr,1.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-20,AnFra,3.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-20,AnFra,1.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-20,AeVex,24.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-20,AnFre,7.0,2019,,,,SGE,37.092,-113.582
SGE014,2019-08-20,AnFre,1.0,2019,,,,SGE,37.092,-113.582
SGE002,2019-08-21,CxTar,2.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-21,CxTar,2.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-21,CxThr,3.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-21,CxThr,2.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-21,CxPip/Qui,2.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-21,CxPip/Qui,1.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-21,AnFra,1.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-21,AnFra,5.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-21,AnFre,1.0,2019,,,,SGE,37.0977,-113.5685
SGE003,2019-08-21,CxTar,26.0,2019,True,False,,SGE,37.1177,-113.5582
SGE003,2019-08-21,CxTar,6.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-21,CxEry,26.0,2019,False,False,,SGE,37.1177,-113.5582
SGE003,2019-08-21,CxEry,1.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-21,CxPip/Qui,1.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-21,CuIno,1.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-21,AeVex,1.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-21,AnFre,3.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-21,AnFre,1.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-21,AnFra,2.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-21,AnFra,1.0,2019,,,,SGE,37.1177,-113.5582
SGE009,2019-08-21,CxPip/Qui,1.0,2019,,,,SGE,37.09,-113.62
SGE009-2,2019-08-21,CxTar,11.0,2019,False,False,,SGE,37.088,-113.622
SGE009-2,2019-08-21,CxTar,1.0,2019,,,,SGE,37.088,-113.622
SGE009-2,2019-08-21,CxEry,2.0,2019,,,,SGE,37.088,-113.622
SGE009-2,2019-08-21,CxPip/Qui,1.0,2019,,,,SGE,37.088,-113.622
SGE009-2,2019-08-21,OcDor,1.0,2019,,,,SGE,37.088,-113.622
SGE015,2019-08-21,CxTar,5.0,2019,False,False,,SGE,37.075,-113.52
SGE015,2019-08-21,CxTar,1.0,2019,,,,SGE,37.075,-113.52
SGE015,2019-08-21,CxPip/Qui,22.0,2019,False,False,,SGE,37.075,-113.52
SGE015,2019-08-21,AnFre,1.0,2019,,,,SGE,37.075,-113.52
SGE016,2019-08-21,CxTar,3.0,2019,True,False,,SGE,37.1041,-113.5841
SGE016,2019-08-21,CxEry,4.0,2019,False,False,,SGE,37.1041,-113.5841
SGE016,2019-08-21,CxPip/Qui,1.0,2019,,,,SGE,37.1041,-113.5841
SGE016,2019-08-21,AeVex,1.0,2019,,,,SGE,37.1041,-113.5841
WAS001,2019-08-21,CxTar,3.0,2019,,,,WAS,37.129,-113.505
WAS001,2019-08-21,CxPip/Qui,1.0,2019,,,,WAS,37.129,-113.505
WAS001,2019-08-21,AeVex,2.0,2019,,,,WAS,37.129,-113.505
WAS001,2019-08-21,AnFra,2.0,2019,,,,WAS,37.129,-113.505
WAS001,2019-08-21,AnFre,1.0,2019,,,,WAS,37.129,-113.505
WAS002,2019-08-21,CxTar,1.0,2019,,,,WAS,37.135,-113.515
WAS002,2019-08-21,AeVex,1.0,2019,,,,WAS,37.135,-113.515
WAS002,2019-08-21,AeVex,4.0,2019,,,,WAS,37.135,-113.515
WAS002,2019-08-21,AnFra,1.0,2019,,,,WAS,37.135,-113.515
WAS006,2019-08-21,CxTar,1.0,2019,,,,WAS,37.13,-113.48
WAS006,2019-08-21,CxPip/Qui,1.0,2019,,,,WAS,37.13,-113.48
WAS008,2019-08-21,CxTar,61.0,2019,False,False,,WAS,37.15,-113.47
WAS008,2019-08-21,CxPip/Qui,1.0,2019,,,,WAS,37.15,-113.47
WAS008,2019-08-21,AnFre,1.0,2019,,,,WAS,37.15,-113.47
WAS008,2019-08-21,AnFra,12.0,2019,,,,WAS,37.15,-113.47
WAS008,2019-08-21,AnFra,1.0,2019,,,,WAS,37.15,-113.47
HUR007,2019-08-21,CxTar,2.0,2019,,,,HUR,37.172,-113.31
HUR007,2019-08-21,CxTar,1.0,2019,,,,HUR,37.172,-113.31
LEE002,2019-08-21,CxTar,15.0,2019,False,False,,LEE,37.2394,-113.3603
LEE002,2019-08-21,CxThr,14.0,2019,False,False,,LEE,37.2394,-113.3603
LEE002,2019-08-21,CxPip/Qui,3.0,2019,,,,LEE,37.2394,-113.3603
ROC002,2019-08-21,CxTar,55.0,2019,False,False,,ROC,37.168,-113.35
ROC002,2019-08-21,CxTar,8.0,2019,,,,ROC,37.168,-113.35
ROC002,2019-08-21,CxThr,28.0,2019,False,False,,ROC,37.168,-113.35
ROC002,2019-08-21,CxThr,7.0,2019,,,,ROC,37.168,-113.35
ROC002,2019-08-21,CxApi,6.0,2019,,,,ROC,37.168,-113.35
ROC002,2019-08-21,AeVex,1.0,2019,,,,ROC,37.168,-113.35
SPR002,2019-08-21,CxTar,17.0,2019,False,False,,SPR,37.188,-113.327
SPR002,2019-08-21,CxTar,9.0,2019,,,,SPR,37.188,-113.327
SPR002,2019-08-21,CxEry,1.0,2019,,,,SPR,37.188,-113.327
SPR002,2019-08-21,CxThr,7.0,2019,,,,SPR,37.188,-113.327
SPR002,2019-08-21,CxThr,1.0,2019,,,,SPR,37.188,-113.327
SPR002,2019-08-21,CxApi,6.0,2019,,,,SPR,37.188,-113.327
SPR002,2019-08-21,CxApi,2.0,2019,,,,SPR,37.188,-113.327
SPR002,2019-08-21,AeVex,4.0,2019,,,,SPR,37.188,-113.327
SPR002,2019-08-21,AnFra,2.0,2019,,,,SPR,37.188,-113.327
SPR002,2019-08-21,AnFra,1.0,2019,,,,SPR,37.188,-113.327
SPR002,2019-08-21,AnFre,3.0,2019,,,,SPR,37.188,-113.327
TOQ002,2019-08-21,CxTar,93.0,2019,False,False,,TOQ,37.243,-113.297
TOQ002,2019-08-21,CxTar,8.0,2019,,,,TOQ,37.243,-113.297
TOQ002,2019-08-21,CxPip/Qui,1.0,2019,,,,TOQ,37.243,-113.297
TOQ002,2019-08-21,CxThr,1.0,2019,,,,TOQ,37.243,-113.297
TOQ002,2019-08-21,AnFre,1.0,2019,,,,TOQ,37.243,-113.297
VIR006,2019-08-21,CxTar,13.0,2019,False,False,,VIR,37.2167,-113.25
VIR006,2019-08-21,CxTar,2.0,2019,,,,VIR,37.2167,-113.25
VIR006,2019-08-21,CxThr,11.0,2019,False,False,,VIR,37.2167,-113.25
VIR006,2019-08-21,CxThr,2.0,2019,,,,VIR,37.2167,-113.25
VIR006,2019-08-21,CxPip/Qui,2.0,2019,,,,VIR,37.2167,-113.25
VIR006,2019-08-21,CxEry,1.0,2019,,,,VIR,37.2167,-113.25
VIR006,2019-08-21,AnFra,2.0,2019,,,,VIR,37.2167,-113.25
VIR006,2019-08-21,AeVex,17.0,2019,,,,VIR,37.2167,-113.25
APV001,2019-08-22,AnFre,4.0,2019,,,,APV,37.135,-113.128
APV001,2019-08-22,AnFra,10.0,2019,,,,APV,37.135,-113.128
APV001,2019-08-22,AnFra,8.0,2019,,,,APV,37.135,-113.128
ENT003,2019-08-22,CxThr,4.0,2019,,,,ENT,37.568,-113.722
ENT003,2019-08-22,CxThr,2.0,2019,,,,ENT,37.568,-113.722
ENT003,2019-08-22,AnFra,1.0,2019,,,,ENT,37.568,-113.722
ENT003,2019-08-22,AnFra,1.0,2019,,,,ENT,37.568,-113.722
ENT003,2019-08-22,CuIno,2.0,2019,,,,ENT,37.568,-113.722
ENT003,2019-08-22,AnFre,21.0,2019,,,,ENT,37.568,-113.722
ENT004,2019-08-22,CxTar,16.0,2019,False,False,,ENT,37.5727,-113.7229
ENT004,2019-08-22,CxTar,5.0,2019,,,,ENT,37.5727,-113.7229
ENT004,2019-08-22,AnFre,1.0,2019,,,,ENT,37.5727,-113.7229
ENT004,2019-08-22,AnFra,3.0,2019,,,,ENT,37.5727,-113.7229
ENT004,2019-08-22,AnFra,5.0,2019,,,,ENT,37.5727,-113.7229
ENT004,2019-08-22,CuIno,1.0,2019,,,,ENT,37.5727,-113.7229
HIL002,2019-08-22,CxTar,7.0,2019,False,False,,HIL,37.001,-112.996
HIL002,2019-08-22,CxTar,4.0,2019,,,,HIL,37.001,-112.996
HIL002,2019-08-22,AnFra,9.0,2019,,,,HIL,37.001,-112.996
HIL002,2019-08-22,AnFra,1.0,2019,,,,HIL,37.001,-112.996
IVI001,2019-08-27,CxTar,19.0,2019,False,False,,IVI,37.1649,-113.6794
IVI001,2019-08-27,CxTar,1.0,2019,,,,IVI,37.1649,-113.6794
IVI001,2019-08-27,CxEry,1.0,2019,,,,IVI,37.1649,-113.6794
IVI001,2019-08-27,AnFra,19.0,2019,,,,IVI,37.1649,-113.6794
IVI001,2019-08-27,AnFra,15.0,2019,,,,IVI,37.1649,-113.6794
IVI001,2019-08-27,AnFre,1.0,2019,,,,IVI,37.1649,-113.6794
IVI002,2019-08-27,CxTar,2.0,2019,,,,IVI,37.1649,-113.6794
IVI002,2019-08-27,CxTar,2.0,2019,,,,IVI,37.1649,-113.6794
IVI002,2019-08-27,CxEry,1.0,2019,,,,IVI,37.1649,-113.6794
IVI002,2019-08-27,CxEry,1.0,2019,,,,IVI,37.1649,-113.6794
IVI002,2019-08-27,CxPip/Qui,2.0,2019,,,,IVI,37.1649,-113.6794
SCL001,2019-08-27,CxTar,9.0,2019,False,False,,SCL,37.137,-113.653
SCL001,2019-08-27,CxEry,5.0,2019,False,False,,SCL,37.137,-113.653
SCL001,2019-08-27,CxPip/Qui,4.0,2019,,,,SCL,37.137,-113.653
SCL001,2019-08-27,AnFre,5.0,2019,,,,SCL,37.137,-113.653
SCL001,2019-08-27,AnFre,8.0,2019,,,,SCL,37.137,-113.653
SCL004,2019-08-27,CxTar,9.0,2019,False,False,,SCL,37.149,-113.66
SCL004,2019-08-27,CxTar,4.0,2019,,,,SCL,37.149,-113.66
SCL004,2019-08-27,CxEry,24.0,2019,False,False,,SCL,37.149,-113.66
SCL004,2019-08-27,CxEry,6.0,2019,,,,SCL,37.149,-113.66
SCL004,2019-08-27,CxThr,5.0,2019,,,,SCL,37.149,-113.66
SCL004,2019-08-27,CxThr,1.0,2019,,,,SCL,37.149,-113.66
SCL004,2019-08-27,CxPip/Qui,3.0,2019,,,,SCL,37.149,-113.66
SCL004,2019-08-27,CuIno,2.0,2019,,,,SCL,37.149,-113.66
SCL004,2019-08-27,AnFre,4.0,2019,,,,SCL,37.149,-113.66
SCL004,2019-08-27,AnFre,2.0,2019,,,,SCL,37.149,-113.66
SCL005,2019-08-27,CxTar,12.0,2019,False,False,,SCL,37.14,-113.65
SCL005,2019-08-27,CxTar,1.0,2019,,,,SCL,37.14,-113.65
SCL005,2019-08-27,CxThr,1.0,2019,,,,SCL,37.14,-113.65
SCL005,2019-08-27,CxPip/Qui,3.0,2019,,,,SCL,37.14,-113.65
SCL005,2019-08-27,CxEry,1.0,2019,,,,SCL,37.14,-113.65
SCL005,2019-08-27,AnFra,1.0,2019,,,,SCL,37.14,-113.65
SGE002,2019-08-27,CxTar,3.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-27,CxTar,14.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-27,CxPip/Qui,7.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-27,AnFre,1.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-27,AnFra,1.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-27,AnFra,1.0,2019,,,,SGE,37.0977,-113.5685
SGE002,2019-08-27,AeVex,1.0,2019,,,,SGE,37.0977,-113.5685
SGE003,2019-08-27,CxTar,60.0,2019,False,False,,SGE,37.1177,-113.5582
SGE003,2019-08-27,CxTar,100.0,2019,False,False,,SGE,37.1177,-113.5582
SGE003,2019-08-27,CxTar,100.0,2019,False,False,,SGE,37.1177,-113.5582
SGE003,2019-08-27,CxTar,52.0,2019,,,,SGE,37.1177,-113.5582
SGE003,2019-08-27,CxEry,43.0,2019,False,False,,SGE,37.1177,-113.5582
SGE003,2019-08-27,CxEry,100.0,2019,True,False,,SGE,37.1177,-113.5582
