address,lat,lon
1331 N Dixie Downs RD 109,37.1411803,-113.6222159
4844 S Horizon View DR,,
42 N Paradise WAY,37.1085181,-113.5252327
2178 S CARABINER WAY,37.0706344,-113.6208048
"1572 South Dixie Drive , Unit 103",37.0996051,-113.6211982
Emerald Point Drive,37.003961,-113.5967757
1860 W Sunset Blvd,,
328 N 2830 E ST,,
3262 E 3100 S St,,
1770 Red Cliffs DR 1182,,
691E St George BLVD #2,,
508 E 300 S St,,
341 S River RD,,
1333 S Auto Mall DR,,
1604 W Belayer DR,,
3063 E HINCKLEY LN,,
5706 S WEEHAWKEN LN,,
5710 S WEEHAWKEN LN,,
5718 S WEEHAWKEN LN,,
5722 S WEEHAWKEN LN,,
2523 S River RD UNIT 3,,
1061 - 1081 W ALBERTINE LN,,
1917 W PIKES CIR,,
Webb Hill,,
1522 S Cliff Point CIR,37.082009,-113.5432927
2429 Crimson Cliffs Way,37.0706203,-113.5062501
1696 W BELAYER DR,37.0700945,-113.6181236
Moorland Park #46,,
2853 E Sunrider LN,,
1854 W Stonebridge Drive UNIT 12,,
2736 E Cliff Shadow DR,37.0419011,-113.5259862
412 N 2860 E ST,37.115405,-113.5249734
1453  E Basswood CIR,,
2368 E Capone LN,,
2331 W ENTRADA TRL # 95,37.1551014,-113.6380335
2360 E Capone LN,,
655 S 1100 E ST,,
1463 E White Desert DR,37.0057288,-113.5537872
3544 E 2890 S ST,37.0592021,-113.5143809
1525 S River RD UNIT 2,,
3780 E Desert Canyons PKWY,37.0110009,-113.5155789
523 W OLIVE LN,,
4177 E EL CAPITAN WAY,,
525 W OLIVE LN,,
1664 S PERLITE DR,37.080455,-113.5209666
438 Liri Trail ST,,
661 Bear Claw DR,37.0471875,-113.5695219
3052 N Snow Canyon Pkwy #216,,
490 W 500 N ST,37.0782415,-113.5939178
576 N BLUFF ST,37.0844071,-113.5834085
1526 W Stonebridge DR,,
436 N Lost Creek CIR,,
3123 S 1420 E ST,37.0548967,-113.553195
2023 N. LAVA ROCK CIR,,
835 W Crystal Cir,,
2316 E Panorama Pkwy,,
3174 S Walnut Canyon DR,,
4163 E Elrond LN,,
4161 E Elrond LN,,
1444 E Venture DR,37.0309074,-113.5588192
1333 Auto Mall Dr,37.0863046,-113.5850819
2377 E 3910 S,37.0418667,-113.5352332
1564 E 3950 S ST,37.0412418,-113.5526545
382 S 200 W,37.112133,-113.5875522
603 W Belmont Dr,37.0468981,-113.5942861
558 E Riverside DR UNIT 104,,
658 S Molveno TRL,,
4165 E Elrond LN,,
1097 W Black Mountain DR,,
"980 SOUTH 2910 EAST ST. GEORGE, UT 84790",37.0468052,-113.5242069
591 S CECITA WAY,37.0998703,-113.6453866
3045 W BOLSENA TRL,,
1537 S River RD UNIT 1,,
2910 E YAVIN WAY,37.0024404,-113.5228654
531 W EMERALD POINT DR,,
607 S CECITA WAY,37.0998703,-113.6453866
601 S CECITA WAY,37.0998703,-113.6453866
3236 S 2150 E,37.0506225,-113.539832
43 E 400 S,37.1013368,-113.5898553
1447 E WHITE DESERT DR,37.0057288,-113.5537872
1173 Autumn Ash LN,37.0119152,-113.6089872
2826 S Calle Las Casitas,,
1455 E WHITE DESERT DR,37.0057288,-113.5537872
2293 N COHONINA TRAIL,,
1392 E HAYROCKS DR,37.0065326,-113.5535288
3096 W CINGOLI CT,,
2531 E 1240 S Cir,37.086988,-113.5320007
2941 E ALDERANN ST,37.0012546,-113.5249601
4109 E EL CAPITAN WAY,37.0053334,-113.4971781
6246 S BESPIN LN,,
2914 E ALDERANN ST,37.0012546,-113.5249601
2550 S 3430 E,37.0760696,-113.51317
645 W GREEN MOUNTAIN DR,37.0024227,-113.5952509
4526 Cold River DR,37.0302471,-113.6187173
3453 S Iris CIR,37.0495192,-113.523905
1610 West 100 North #UNIT 35,,
2896 E 3150 S,,
3320 E Seegmiller DR,37.0616974,-113.527932
6312 S GREEN DIAMOND CV,,
3569 S TURIN LN,,
1543 S River RD Unit 5,,
3316 E ASHBURY DR,,
3781 South River RD,,
434 N Park ST,37.1154411,-113.5563012
1566 Fire Pit Knoll DR,,
3583 E 2890 S ST,37.0592021,-113.5143809
1618 E Howard LN,37.0896509,-113.547513
823 W Savoy LN,,
1267 W POCKET MESA DR,37.1911331,-113.6135631
1821 E Brisa CT,37.0662432,-113.5450814
2261 Hawkins CIR,37.0700261,-113.5634384
4093 E EL CAPITAN WAY,,
4101 E EL CAPITAN WAY,37.0053334,-113.4971781
881 W PEBBLE RIDGE CV,,
875 W PEBBLE RIDGE CV,,
873 W PEBBLE RIDGE CV,,
852 W BRIGHT RIDGE CV,,
858 W BRIGHT RIDGE CV,,
860 W BRIGHT RIDGE CV,,
864 W BRIGHT RIDGE CV,,
865 W BRIGHT RIDGE CV,,
877 W PEBBLE RIDGE CV,,
851 W BRIGHT RIDGE CV,,
853 W BRIGHT RIDGE CV,,
859 W BRIGHT RIDGE CV,,
3675 S 2870 E,,
2595 E Flint ST,37.0792472,-113.5298973
1314 E ST JAMES LN,37.0797587,-113.5620619
1519 North 1500 W,37.1336323,-113.6157643
5102 N. EVENING STAR DR.,37.1977566,-113.6287631
2336 W ENTRADA TRAIL #42,37.1576366,-113.6300319
2784 E GNIESS DR,,
6204 S ROSALIND DR,,
1314 Saint James LN,,
1930 W Sunset Blvd. STE 300,,
3821 Sugar Leo DR,,
6069 S River RD UNIT D2,,
801 S Bluff ST STE A20,,
840 N Twin Lakes DR UNIT 109,,
5055 S Desert Color PKWY,37.0146504,-113.5945056
2654 W COLUMBO LN,37.1006839,-113.6406041
2800 South River Road,,
3379 E CLARA LN,,
335 S LUCE DEL SOL DR  UNIT 7,,
835 E Lizzie LN,37.0808292,-113.5611174
6307 S MALACHITE CV,,
518 W AVERY LN,,
2009 E HONEYCOMB DR,,
1732 W 540 N #125,,
550 W Diagonal Street #UNIT 8,,
1055 E 900 S UNIT 51,,
1772 E Howard LN,37.0899229,-113.5460919
River Road (north of Sunroc),,
545 S Valley View DR #54,37.1082932,-113.6119186
1582 W Morane Manor Drive,37.0220604,-113.6167073
2557 S River RD UNIT 4,,
1679 Sunset Boulevard,37.1228727,-113.6195753
1218 W DOONBEG CT,,
810 W Las Colinas DR,37.0399626,-113.6037091
890 W LEDGES PKWY,37.1986554,-113.6194604
5709 S WEEHAWKEN LN,,
2616 E 1170 S ST,37.0881947,-113.5284021
6055 S RIVER ROAD E1,,
415 N 2750 E ST,,
514 W Olive LN,,
3685 S BRISBANE CT,,
3689 S BRISBANE CT,,
3693 S BRISBANE CT,,
3697 S BRISBANE CT,,
5703 S WEEHAWKEN LN,,
5715 S WEEHAWKEN LN,,
1380 e medical center drive,37.0997445,-113.5501652
3564 S TURIN LN,37.0473679,-113.5816648
3873 S 2510 E,37.0423659,-113.5324557
5719 S WEEHAWKEN LN,,
2549 W Sinagua TRL UNIT 28,37.1568087,-113.6397817
1756 West Grand View DR,37.094477,-113.620886
90 S 300 E ST #3,,
3415 E Seegmiller DR,37.0613521,-113.5176271
1950 W 470 N ST,37.0973795,-113.624803
222 Count Fleet RD,37.0567685,-113.5889851
5263 S BLUE PEARL ALY,,
508 W Heritage DR,37.0778114,-113.5936534
272 W Sir Monte DR,37.0667243,-113.6007179
2588 E 2220 S ST,37.0704349,-113.5316658
E Desert Canyons Parkway,37.0110009,-113.5155789
598 S CECITA WAY,37.0998703,-113.6453866
1360 N Dixie Downs RD #12,37.1270542,-113.6238217
2141 N Anasazi TRL,37.1493036,-113.633296
2991 E. BANDED HILLS DRIVE,37.0459462,-113.5187786
590 S CECITA WAY,37.0998703,-113.6453866
3530 E 2890 S ST,37.0592021,-113.5143809
2935 E ROWAN LN,,
1283 W POCKET MESA DR,37.1911331,-113.6135631
1630 S PERLITE DR,37.080455,-113.5209666
6204 S BESPIN LN,,
2923 E ROWAN LN,,
1737 W Belayer DR,37.0700945,-113.6181236
2221 S Carabiner WAY,,
4171 E Elrond LN,,
1140 South 3000 East,37.0831062,-113.521382
755 N 2380 E CIR,37.121459,-113.5335288
223 W 300 S,37.1030889,-113.5790782
1331 N Dixie Downs Rd #111,37.1373588,-113.6238366
264 N 2750 E,37.112547,-113.52711
4169 E Elrond LN,,
3720 E Mesa Rock DR,37.0015819,-113.507461
3601 S INNSBRUCK LN,37.0468028,-113.5840764
3692 E Desert Resort CT,37.0117994,-113.5126064
2939 E Mall DR STE 110,,
2885 E 3580 S ST,37.0477661,-113.5249116
4173 E Elrond Ln,,
3139 E 2170 S ST,37.0713662,-113.5146129
3125 E 2170 S ST,,
3163 E 2170 S ST,37.0713662,-113.5146129
3179 E 2170 S ST,37.0713662,-113.5146129
477 North Industrial Road,37.115629,-113.5605207
1595 W Traverse DR,37.0705882,-113.616541
85 N 100 E ST,,
1792 E Mokaac Wash DR,37.0063592,-113.5484904
1954 North Artesia DR,37.1345859,-113.6153596
2750 E Moorland Dr,,
272 W Sir Monte Dr,37.0692874,-113.5894868
2779 E Ashwood LN,37.0593596,-113.5255175
1382 W Old Marsh DR,37.0328956,-113.6132939
3924 S Bentley RD,,
676 W Lava Pointe DR UNIT 48,,
TBD S Pioneer RD,,
628 Ridge View Dr  ( Pool Eqiuipment Shed),,
Riverside Drive & Judy Lane,,
5984 S JASPER RIDGE DR,37.0038041,-113.5936475
2882 W. VIVERONE CT.,,
3117 E Lavatera Dr,,
5972 S JASPER RIDGE DR,,
5980 S JASPER RIDGE DR,37.0038041,-113.5936475
6029 S River RD UNIT C2,,
5988 S JASPER RIDGE DR,37.0038041,-113.5936475
577 S River RD,37.1017898,-113.5556595
6188 S Half Dome CIR,,
3781 S River Road,,
580 S 1360 W ST,37.0987003,-113.6128424
1464 W Whitestone DR,37.0200952,-113.6144894
541 W Cedar Hill DR,37.0008812,-113.5958991
1735 W 540 N ST #806,,
1348 W Province WY,37.0786887,-113.6094771
2815 E 150 N,37.1111978,-113.5257271
840 TWIN LAKES DR UNIT 422,,
354 S 100 W ST,37.0986263,-113.5855093
446 S Mall DR UNIT B4,,
646 North 2450 East #21,37.1096351,-113.531848
1055 East 900 South #75,,
2903 E ROWAN LN,,
664 N Ridge Rim Way,37.1181173,-113.5996148
2709 E Diamond Ridge DR,,
1331 E Hayrocks DR,37.0065326,-113.5535288
1444 E White Bluff DR,,
2404 E Segovia DR,37.0505262,-113.5340529
2962 E ROWAN LN,,
3080 S Bloomington DR E UNIT 43,,
581 Belmont DR,37.0468375,-113.5960451
3109 W Cingoli Ct,,
6035 S RIVER RD,,
3576 S TURIN LN,37.0473679,-113.5816648
6293 S GREEN AGATE CV,,
2890 W Indian Peaks CIR,,
2383 E Capone LN,,
2375 E Capone LN,,
2371 E Capone LN,,
61 S Main ST,37.1147892,-113.5832452
2670 E 3330 S ST,37.0845639,-113.5291561
2017 W Rising Sun DR.,37.1978321,-113.6269852
379 Nagano DR,37.0475631,-113.5755784
2990 E Riverside Dr #217,,
3456 S 2640 E ST,37.0491437,-113.5302286
2923 E 3460 S,,
SR-7 Highway,37.0104786,-113.6164696
1404 W Bloomington DR,37.0542261,-113.6132488
5460 Johnson Arch Drive,37.20259,-113.6151869
225 North Valley View Drive #49,37.1098907,-113.6118841
613 S Savio DR,,
2893 E YAVIN WAY,37.0024404,-113.5228654
2918 E NABOO LN,37.0019751,-113.5233758
4595 South Siesta Drive,,
2409 W Chardonnay Lane,,
2911 E ROWAN LN,,
874 W Bronze Plateau DR,37.0127422,-113.6020184
1695 W BELAYER DR,37.0700945,-113.6181236
2881 E YAVIN WAY,37.0024404,-113.5228654
3108 W Cingoli CT,,
1216 W Ledgerwood DR,37.0249626,-113.6093822
1369 Sunland DR,37.0851242,-113.5809331
3460 E 2890 S ST,37.0592021,-113.5143809
2991 E Banded Hills DR,37.0459462,-113.5187786
1735 W 540 N 1206,37.1168338,-113.6201688
545 S Valley View DR 43,,
1971 E 2710 S CIR,37.0623909,-113.5431031
2765 East Mall Drive,,
722 S ALCANTARA CIR,,
1362 E HONEYCOMB CT,,
2252 S Rock Park DR,37.0701995,-113.6152214
1055 E 900 S Unit 103,,
649 W CANYON PINE DR,,
612 W CEDAR HILL DR,37.0008812,-113.5958991
1636 W Chandler DR,37.068328,-113.617871
2344 E CAPONE LN,,
2352 E CAPONE LN,,
991 N RED ROCK RD,37.1226926,-113.5578388
999 E Red Hills PKWY BLDG C,,
999 E Red Hills PKWY BLDG B,,
2895 S Bloomington Dr E,,
6184 S KELLY LN,,
999 East Red Hills PKWY,37.112319,-113.562282
TBD Somera Drive,,
1066 S 660 E ST,37.0897496,-113.569545
3386 E Rimrunner DR,37.0003246,-113.5136407
572 S Cecita WY,37.0998703,-113.6453866
566 S Cecita WY,37.0998703,-113.6453866
2903 E Rimrunner DR,37.0011828,-113.5106866
2775 W SILVER CHOLLA LN,,
535 N 1300 E ST,,
AIRPORT PARKWAY @ SOUTHERN PARKWAY,,
1630 S Auto Mall DR,37.0805897,-113.585041
3299 E Clara LN,,
6178 S KELLY LN,,
3107 E Banded Hills DR,37.0459462,-113.5187786
Coyote Springs Drive,37.0622041,-113.5387624
"1630 S Auto Mall Drive, St. George UT 84770",37.0849027,-113.5847796
2758 W Lugano WAY,,
5088 S Desert Color PKWY APT C101,,
1140 E Fort Pierce DR #21,37.0744002,-113.5556209
787 N 1700 E,,
6012 S WHITE TRAILS DR,37.0059859,-113.5552133
1414 E WHITE BLUFF DR,,
1289 W POCKET MESA DR,37.1911331,-113.6135631
2888 W Lesina Heights DR,,
2715 E MOORLAND DR,,
1757 N Artesia DR,37.1345859,-113.6153596
2158 CRIMSON RIDGE DR,37.049759,-113.5390025
6172 S KELLY LN,,
3418 E Clara LN,,
2549 W SINAGUA TRL UNIT 31,37.1568087,-113.6397817
4001 E Aviator DR,,
899 N Grand Heights DR,,
2975 Alder CIR,37.0594647,-113.5550646
2019 W Monterey DR,37.1098714,-113.626733
558 S Cecita WAY,37.0998703,-113.6453866
332 S 100 W ST,37.1039634,-113.5854562
578 S Cecita WAY,37.0998703,-113.6453866
560 Diagonal St #4,,
412 S Liri Trail,,
639 W GREEN MOUNTAIN DR,37.0024227,-113.5952509
3032 E 2080 S ST,,
1284 Canyon Tree DR,37.194122,-113.6151012
244 S 200 E,37.0988435,-113.5791351
3344 S Bloomington DR,,
3743 S Mulberry DR,,
3167 E SUMMIT VIEW LN,,
404 n Lost Creek Circle,,
4196 S Airport PKWY UNIT 58C,,
1165 W Silicon Circle,37.0830052,-113.6073462
6185 S Tracer CT,,
5318 S CORAL PEARL ALY,,
5334 S CORAL PEARL ALY,,
458 N 100 West,37.1098071,-113.5925641
2641 E 3330 S,,
1303 West Bloomington Drive North,,
533 S. Main ST,37.1147892,-113.5832452
5322 S CORAL PEARL ALY,,
5326 S CORAL PEARL ALY,,
5314 S CORAL PEARL ALY,,
5330 S CORAL PEARL ALY,,
5310 S CORAL PEARL ALY,,
5310 S Coral Pearl ALY,,
496 S Appian WAY,37.1004776,-113.6468464
999 East Red Hills Parkway,37.112319,-113.562282
878 S 1450 E ST,37.0925456,-113.5537547
81 E DAKAR LN,37.0472698,-113.5829358
2727 E ROWAN LN,,
5273 S Blue Pearl ALY,,
655 W GREEN MOUNTAIN DR,37.0024227,-113.5952509
3241 Nashua Rd.,37.0539892,-113.5897957
345 N 2450 E #180,,
1331 North Dixie Downs Road #163,37.1312677,-113.6239185
2772 S Emily LN,,
5095 S Desert Color PKWY UNIT M103,,
805 South Dixie Drive #UNIT 38,,
4177 E Elrond LN,,
4175 E Elrond LN,,
3555 E Bristlecone WAY,,
65 E DAKAR LN,37.0472698,-113.5829358
3000 E/ Horseman Park dr,37.0550244,-113.5316504
Little Valley Road / 2450 South,,
1380 E WHITE BLUFF DR,,
587 S CECITA WAY,37.0998703,-113.6453866
3561 S TURIN LN,37.0473679,-113.5816648
1812 W Sunset Blvd unit 3,,
82 E DAKAR LN,37.0472698,-113.5829358
2938 E ROWAN LN,,
595 Rainer DR,,
3042 E 2170 S ST,37.0713662,-113.5146129
9 South Acantilado Drive,37.1080673,-113.5467733
3063 E Blue Heron Drive,,
5820 S Hamilton Dr,,
5828 S Cobra LN,,
4246 E Carrera Way,,
4245 E Carrera Way,,
968 Grand Teton LN,37.1232747,-113.5515318
5799 S Lansky Dr,,
920 N Red Rock RD,,
4343 S Pioneer RD,,
1557 S River RD,37.1017898,-113.5556595
3516 E 2890 S ST,37.0592021,-113.5143809
1449 E HONEYCOMB DR,37.0036993,-113.5463927
3513 E Ashbury DR,,
483 Pimlico DR,37.04799,-113.5933386
184 North 200 West,37.1112921,-113.5874265
2871 E Sunrider LN,,
2875 E Sunrider LN,,
6051 S Silver Birch LN BLDG 6,,
1807 N Artesia DR,37.1345859,-113.6153596
1929 N 2320 W,,
